county_name,precinct_num,candidate,score,confidence,normalized_score
hunterdon,340190109002,gerardo cedrone,49.81,0.842,0.0
hunterdon,340190109003,gerardo cedrone,51.32,0.842,0.0
hunterdon,340190109004,gerardo cedrone,50.3,0.842,0.0
hunterdon,340190110011,gerardo cedrone,50.54,0.842,0.0
hunterdon,340190110012,gerardo cedrone,51.22,0.842,0.09885057471264358
hunterdon,340190110013,gerardo cedrone,50.3,0.842,0.0
hunterdon,340190110014,gerardo cedrone,49.54,0.842,0.0
hunterdon,340190110031,gerardo cedrone,49.96,0.842,0.0
hunterdon,340190110032,gerardo cedrone,50.1,0.842,0.0
hunterdon,340190110033,gerardo cedrone,53.4,0.895,0.0
hunterdon,340190110041,gerardo cedrone,49.46,0.842,0.0
hunterdon,340190111001,gerardo cedrone,49.29,0.842,0.0
hunterdon,340190111002,gerardo cedrone,49.94,0.842,0.0
hunterdon,340190111003,gerardo cedrone,50.15,0.842,0.0
hunterdon,340190111004,gerardo cedrone,49.91,0.842,0.0
hunterdon,340190112021,gerardo cedrone,53.05,0.895,0.0
hunterdon,340190112022,gerardo cedrone,50.47,0.842,0.0
hunterdon,340190112023,gerardo cedrone,50.76,0.842,0.0
hunterdon,340190112031,gerardo cedrone,49.3,0.842,0.0
hunterdon,340190112032,gerardo cedrone,49.78,0.842,0.0
hunterdon,340190112033,gerardo cedrone,49.85,0.842,0.0
hunterdon,340190112041,gerardo cedrone,49.87,0.842,0.0
hunterdon,340190113011,gerardo cedrone,49.92,0.842,0.0
hunterdon,340190113012,gerardo cedrone,51.12,0.842,0.0
hunterdon,340190113013,gerardo cedrone,50.2,0.842,0.0
hunterdon,340190113031,gerardo cedrone,51.34,0.842,0.0
hunterdon,340190113032,gerardo cedrone,49.85,0.842,0.0
hunterdon,340190113033,gerardo cedrone,50.36,0.842,0.0
hunterdon,340190113041,gerardo cedrone,49.76,0.842,0.0
hunterdon,340190113042,gerardo cedrone,50.48,0.842,0.0
hunterdon,340190113051,gerardo cedrone,50.34,0.842,0.0
hunterdon,340190113052,gerardo cedrone,49.92,0.842,0.0
hunterdon,340190113061,gerardo cedrone,50.2,0.842,0.0
hunterdon,340190113062,gerardo cedrone,50.54,0.842,0.0
hunterdon,340190114001,gerardo cedrone,50.57,0.842,0.0
hunterdon,340190114002,gerardo cedrone,50.99,0.842,0.0
hunterdon,340190114003,gerardo cedrone,51.4,0.842,0.0
hunterdon,340190115001,gerardo cedrone,50.38,0.842,0.0
hunterdon,340190115002,gerardo cedrone,49.46,0.842,0.0
hunterdon,340190115003,gerardo cedrone,53.05,0.895,0.0
hunterdon,340190116001,gerardo cedrone,49.77,0.842,0.0
hunterdon,340190116002,gerardo cedrone,49.74,0.842,0.0
hunterdon,340190116003,gerardo cedrone,50.29,0.842,0.0
hunterdon,340190117001,gerardo cedrone,49.19,0.842,0.0
hunterdon,340190117002,gerardo cedrone,50.26,0.842,0.0
hunterdon,340190117003,gerardo cedrone,49.28,0.842,0.0
hunterdon,340190118001,gerardo cedrone,50.25,0.842,0.0
hunterdon,340190118002,gerardo cedrone,49.27,0.842,0.0
hunterdon,340190119001,gerardo cedrone,50.86,0.842,0.0
hunterdon,340190119002,gerardo cedrone,50.57,0.842,0.0
hunterdon,340190119003,gerardo cedrone,50.2,0.842,0.0
mercer,340210001002,gerardo cedrone,51.57,0.842,0.0
mercer,340210002001,gerardo cedrone,52.45,0.842,0.323943661971831
mercer,340210002002,gerardo cedrone,49.18,0.789,0.25414364640883963
mercer,340210002003,gerardo cedrone,52.17,0.842,0.19819819819819842
mercer,340210002004,gerardo cedrone,51.23,0.842,0.0
mercer,340210003001,gerardo cedrone,55.31,0.895,0.2480752780153983
mercer,340210003002,gerardo cedrone,52.52,0.842,0.3378480060195638
mercer,340210003003,gerardo cedrone,52.07,0.842,0.2346119536128459
mercer,340210003004,gerardo cedrone,51.69,0.842,0.10363247863247851
mercer,340210004001,gerardo cedrone,52.59,0.842,0.3343488194973345
mercer,340210004002,gerardo cedrone,55.33,0.895,0.26825127334465165
mercer,340210004003,gerardo cedrone,49.57,0.789,0.23604757548032923
mercer,340210005001,gerardo cedrone,52.04,0.842,0.2638522427440634
mercer,340210005002,gerardo cedrone,49.88,0.789,0.3104212860310423
mercer,340210005003,gerardo cedrone,52.28,0.842,0.2541222114451992
mercer,340210006001,gerardo cedrone,52.51,0.842,0.3044164037854889
mercer,340210006002,gerardo cedrone,51.95,0.842,0.15500000000000042
mercer,340210006003,gerardo cedrone,52.54,0.842,0.30390624999999993
mercer,340210007001,gerardo cedrone,52.7,0.842,0.3456254519161245
mercer,340210007002,gerardo cedrone,51.98,0.842,0.21848739495798283
mercer,340210007003,gerardo cedrone,52.16,0.842,0.2282415630550616
mercer,340210008001,gerardo cedrone,52.62,0.842,0.26111560226354064
mercer,340210008002,gerardo cedrone,51.78,0.842,0.16232464929859758
mercer,340210009001,gerardo cedrone,52.36,0.842,0.27196652719665265
mercer,340210009002,gerardo cedrone,11.63,0.158,0.532710280373832
mercer,340210009003,gerardo cedrone,18.71,0.263,0.19028871391076113
mercer,340210009004,gerardo cedrone,52.2,0.842,0.2438162544169616
mercer,340210009005,gerardo cedrone,51.78,0.842,0.08863198458574195
mercer,340210010001,gerardo cedrone,52.49,0.842,0.26480263157894735
mercer,340210010002,gerardo cedrone,52.49,0.842,0.29718875502008046
mercer,340210010003,gerardo cedrone,52.07,0.842,0.220625528317836
mercer,340210010004,gerardo cedrone,11.63,0.158,0.532710280373832
mercer,340210010005,gerardo cedrone,11.63,0.158,0.532710280373832
mercer,340210011011,gerardo cedrone,51.99,0.842,0.2563451776649747
mercer,340210011012,gerardo cedrone,51.84,0.842,0.2546468401486991
mercer,340210011021,gerardo cedrone,51.48,0.842,0.08008429926238123
mercer,340210011022,gerardo cedrone,52.09,0.842,0.24749163879598668
mercer,340210011023,gerardo cedrone,52.58,0.842,0.3202764976958526
mercer,340210012001,gerardo cedrone,51.94,0.842,0.16698292220113833
mercer,340210012002,gerardo cedrone,52.38,0.842,0.3013698630136989
mercer,340210012003,gerardo cedrone,54.31,0.895,0.0
mercer,340210013001,gerardo cedrone,44.57,0.737,0.217765042979943
mercer,340210013002,gerardo cedrone,51.89,0.842,0.1937022900763359
mercer,340210013003,gerardo cedrone,51.68,0.842,0.0
mercer,340210014011,gerardo cedrone,52.35,0.842,0.3068910256410256
mercer,340210014012,gerardo cedrone,51.97,0.842,0.20910780669144985
mercer,340210014013,gerardo cedrone,52.77,0.842,0.2996987951807232
mercer,340210014014,gerardo cedrone,52.18,0.842,0.29834254143646416
mercer,340210014021,gerardo cedrone,51.98,0.842,0.1928571428571425
mercer,340210014022,gerardo cedrone,51.9,0.842,0.19223484848484856
mercer,340210015001,gerardo cedrone,52.36,0.842,0.222027972027972
mercer,340210015002,gerardo cedrone,52.61,0.842,0.3315946348733236
mercer,340210015003,gerardo cedrone,51.75,0.842,0.20352250489236776
mercer,340210016001,gerardo cedrone,52.34,0.842,0.26782752902155915
mercer,340210017001,gerardo cedrone,52.55,0.842,0.31850117096018715
mercer,340210017002,gerardo cedrone,52.35,0.842,0.24849007765314943
mercer,340210017003,gerardo cedrone,52.59,0.842,0.3343488194973345
mercer,340210018001,gerardo cedrone,52.1,0.842,0.27140410958904126
mercer,340210018002,gerardo cedrone,50.89,0.842,0.0
mercer,340210018003,gerardo cedrone,52.2,0.842,0.19781221513217884
mercer,340210019001,gerardo cedrone,52.38,0.842,0.3106416275430364
mercer,340210020001,gerardo cedrone,52.54,0.842,0.33158289572393096
mercer,340210021001,gerardo cedrone,52.23,0.842,0.23575810692375082
mercer,340210021002,gerardo cedrone,51.63,0.842,0.1960600375234524
mercer,340210021003,gerardo cedrone,52.45,0.842,0.28582930756843833
mercer,340210021004,gerardo cedrone,49.63,0.789,0.23712255772646557
mercer,340210022001,gerardo cedrone,52.36,0.842,0.27196652719665265
mercer,340210022002,gerardo cedrone,52.18,0.842,0.16040329972502287
mercer,340210022003,gerardo cedrone,52.34,0.842,0.2523128679562659
mercer,340210022004,gerardo cedrone,52.01,0.842,0.1988899167437556
mercer,340210022005,gerardo cedrone,49.62,0.789,0.2597066436583259
mercer,340210025001,gerardo cedrone,52.22,0.842,0.19414893617021253
mercer,340210025002,gerardo cedrone,51.51,0.842,0.01734820322180924
mercer,340210025003,gerardo cedrone,51.38,0.842,0.0
mercer,340210025004,gerardo cedrone,51.65,0.842,0.13080168776371323
mercer,340210025005,gerardo cedrone,11.63,0.158,0.532710280373832
mercer,340210026011,gerardo cedrone,54.33,0.895,0.008073817762399108
mercer,340210026012,gerardo cedrone,51.74,0.842,0.058695652173912975
mercer,340210026013,gerardo cedrone,52.06,0.842,0.17145421903052097
mercer,340210026014,gerardo cedrone,51.98,0.842,0.19793621013133197
mercer,340210026021,gerardo cedrone,52.28,0.842,0.3123028391167193
mercer,340210026022,gerardo cedrone,50.47,0.842,0.0
mercer,340210027011,gerardo cedrone,51.51,0.842,0.10609480812641059
mercer,340210027012,gerardo cedrone,51.89,0.842,0.157625383828045
mercer,340210027013,gerardo cedrone,52.1,0.842,0.05863874345549759
mercer,340210027021,gerardo cedrone,51.29,0.842,0.0
mercer,340210027022,gerardo cedrone,51.47,0.842,0.0
mercer,340210027023,gerardo cedrone,51.64,0.842,0.0
mercer,340210027024,gerardo cedrone,51.04,0.842,0.0
mercer,340210028001,gerardo cedrone,51.65,0.842,0.07407407407407372
mercer,340210028002,gerardo cedrone,51.92,0.842,0.08622502628811782
mercer,340210028003,gerardo cedrone,52.25,0.842,0.28323699421965315
mercer,340210029021,gerardo cedrone,51.33,0.842,0.0
mercer,340210029022,gerardo cedrone,51.45,0.842,0.0
mercer,340210029023,gerardo cedrone,52.23,0.842,0.25734024179620013
mercer,340210029024,gerardo cedrone,53.91,0.895,0.0
mercer,340210029031,gerardo cedrone,54.06,0.895,0.0
mercer,340210029032,gerardo cedrone,50.55,0.842,0.0
mercer,340210029041,gerardo cedrone,49.54,0.842,0.0
mercer,340210029042,gerardo cedrone,50.03,0.842,0.0
mercer,340210029043,gerardo cedrone,49.95,0.842,0.0
mercer,340210030011,gerardo cedrone,51.07,0.842,0.0
mercer,340210030012,gerardo cedrone,49.36,0.842,0.0
mercer,340210030013,gerardo cedrone,49.61,0.842,0.0
mercer,340210030014,gerardo cedrone,49.77,0.842,0.0
mercer,340210030021,gerardo cedrone,49.83,0.842,0.0
mercer,340210030022,gerardo cedrone,49.59,0.842,0.0
mercer,340210030023,gerardo cedrone,50.33,0.842,0.0
mercer,340210030024,gerardo cedrone,49.76,0.842,0.0
mercer,340210030025,gerardo cedrone,50.12,0.842,0.0
mercer,340210030031,gerardo cedrone,49.88,0.842,0.0
mercer,340210030032,gerardo cedrone,50.49,0.842,0.0
mercer,340210030033,gerardo cedrone,49.64,0.842,0.0
mercer,340210030034,gerardo cedrone,51.14,0.842,0.0
mercer,340210030041,gerardo cedrone,50.42,0.842,0.0
mercer,340210030042,gerardo cedrone,50.02,0.842,0.0
mercer,340210030043,gerardo cedrone,49.74,0.842,0.0
mercer,340210030061,gerardo cedrone,53.53,0.895,0.0
mercer,340210030062,gerardo cedrone,50.44,0.842,0.0
mercer,340210030063,gerardo cedrone,50.23,0.842,0.0
mercer,340210030071,gerardo cedrone,49.75,0.842,0.0
mercer,340210030072,gerardo cedrone,52.85,0.895,0.0
mercer,340210030073,gerardo cedrone,50.06,0.842,0.0
mercer,340210030081,gerardo cedrone,49.85,0.842,0.0
mercer,340210030082,gerardo cedrone,51.45,0.842,0.0
mercer,340210030091,gerardo cedrone,50.61,0.842,0.0
mercer,340210030092,gerardo cedrone,51.04,0.842,0.0
mercer,340210030093,gerardo cedrone,50.03,0.842,0.0
mercer,340210031001,gerardo cedrone,51.45,0.842,0.12772925764192164
mercer,340210031002,gerardo cedrone,51.0,0.842,0.0
mercer,340210031003,gerardo cedrone,51.49,0.842,0.0
mercer,340210032011,gerardo cedrone,50.97,0.842,0.0
mercer,340210032012,gerardo cedrone,54.64,0.895,0.010638297872340828
mercer,340210032013,gerardo cedrone,51.69,0.842,0.0
mercer,340210032014,gerardo cedrone,44.1,0.737,0.1910299003322258
mercer,340210032015,gerardo cedrone,52.0,0.842,0.04465212876427826
mercer,340210032016,gerardo cedrone,51.53,0.842,0.0
mercer,340210032021,gerardo cedrone,51.18,0.842,0.0
mercer,340210032022,gerardo cedrone,51.27,0.842,0.0
mercer,340210032023,gerardo cedrone,51.7,0.842,0.0
mercer,340210033011,gerardo cedrone,50.78,0.842,0.0
mercer,340210033012,gerardo cedrone,51.46,0.842,0.0
mercer,340210033013,gerardo cedrone,50.84,0.842,0.0
mercer,340210033014,gerardo cedrone,51.08,0.842,0.0
mercer,340210033031,gerardo cedrone,52.35,0.842,0.20425531914893605
mercer,340210033032,gerardo cedrone,51.45,0.842,0.08775731310942606
mercer,340210033033,gerardo cedrone,53.67,0.895,0.0
mercer,340210033034,gerardo cedrone,51.87,0.842,0.03336809176225236
mercer,340210033041,gerardo cedrone,50.98,0.842,0.0
mercer,340210033042,gerardo cedrone,54.33,0.895,0.0
mercer,340210034001,gerardo cedrone,51.88,0.842,0.14258373205741642
mercer,340210034002,gerardo cedrone,52.2,0.842,0.25129087779690207
mercer,340210035001,gerardo cedrone,54.04,0.895,0.0
mercer,340210035002,gerardo cedrone,52.22,0.842,0.2737288135593218
mercer,340210035003,gerardo cedrone,51.94,0.842,0.21206409048067862
mercer,340210035004,gerardo cedrone,51.62,0.842,0.0
mercer,340210035005,gerardo cedrone,54.03,0.895,0.0
mercer,340210035006,gerardo cedrone,52.09,0.842,0.1004878048780489
mercer,340210036011,gerardo cedrone,52.28,0.842,0.13088512241054623
mercer,340210036012,gerardo cedrone,51.94,0.842,0.1981220657276995
mercer,340210036021,gerardo cedrone,51.48,0.842,0.15559960356788896
mercer,340210036022,gerardo cedrone,51.21,0.842,0.0
mercer,340210036023,gerardo cedrone,52.21,0.842,0.19620253164556972
mercer,340210037031,gerardo cedrone,51.05,0.842,0.0
mercer,340210037032,gerardo cedrone,51.86,0.842,0.0
mercer,340210037033,gerardo cedrone,43.93,0.737,0.15118397085610163
mercer,340210037034,gerardo cedrone,51.43,0.842,0.22058823529411759
mercer,340210037041,gerardo cedrone,50.85,0.842,0.0
mercer,340210037042,gerardo cedrone,51.51,0.842,0.0
mercer,340210037061,gerardo cedrone,51.77,0.842,0.0
mercer,340210037062,gerardo cedrone,50.17,0.842,0.0
mercer,340210037071,gerardo cedrone,51.21,0.842,0.029914529914530037
mercer,340210037072,gerardo cedrone,48.08,0.789,0.3921217547000893
mercer,340210037073,gerardo cedrone,51.41,0.842,0.0
mercer,340210037081,gerardo cedrone,51.77,0.842,0.0
mercer,340210037082,gerardo cedrone,51.97,0.842,0.08964143426294807
mercer,340210037083,gerardo cedrone,49.95,0.842,0.0
mercer,340210037084,gerardo cedrone,51.62,0.842,0.0
mercer,340210038001,gerardo cedrone,49.97,0.842,0.0
mercer,340210038002,gerardo cedrone,51.12,0.842,0.0
mercer,340210038003,gerardo cedrone,50.96,0.842,0.0
mercer,340210038004,gerardo cedrone,50.39,0.842,0.0
mercer,340210038005,gerardo cedrone,52.97,0.895,0.0
mercer,340210038006,gerardo cedrone,49.77,0.842,0.0
mercer,340210038007,gerardo cedrone,50.27,0.842,0.0
mercer,340210039021,gerardo cedrone,50.88,0.842,0.0
mercer,340210039022,gerardo cedrone,50.74,0.842,0.0
mercer,340210039031,gerardo cedrone,49.97,0.842,0.0
mercer,340210039032,gerardo cedrone,50.65,0.842,0.0
mercer,340210039033,gerardo cedrone,50.63,0.842,0.0
mercer,340210039041,gerardo cedrone,51.18,0.842,0.0
mercer,340210039042,gerardo cedrone,50.94,0.842,0.0
mercer,340210039043,gerardo cedrone,50.31,0.842,0.0
mercer,340210039051,gerardo cedrone,50.19,0.842,0.0
mercer,340210039052,gerardo cedrone,50.76,0.842,0.0
mercer,340210039053,gerardo cedrone,50.64,0.842,0.0
mercer,340210040001,gerardo cedrone,51.37,0.842,0.12998976458546535
mercer,340210040002,gerardo cedrone,51.57,0.842,0.03186813186813177
mercer,340210040003,gerardo cedrone,51.25,0.842,0.0
mercer,340210040004,gerardo cedrone,51.99,0.842,0.04089979550102237
mercer,340210042031,gerardo cedrone,51.11,0.842,0.0
mercer,340210042032,gerardo cedrone,51.86,0.842,0.11609756097560954
mercer,340210042033,gerardo cedrone,51.08,0.842,0.0
mercer,340210042041,gerardo cedrone,51.32,0.842,0.09368191721132892
mercer,340210042042,gerardo cedrone,50.03,0.842,0.0
mercer,340210042043,gerardo cedrone,50.35,0.842,0.0
mercer,340210042044,gerardo cedrone,50.08,0.842,0.0
mercer,340210042051,gerardo cedrone,52.36,0.842,0.19901315789473692
mercer,340210042052,gerardo cedrone,51.37,0.842,0.04725274725274722
mercer,340210042061,gerardo cedrone,51.11,0.842,0.0
mercer,340210042062,gerardo cedrone,51.44,0.842,0.0
mercer,340210043061,gerardo cedrone,51.08,0.842,0.0
mercer,340210043062,gerardo cedrone,50.73,0.842,0.0
mercer,340210043071,gerardo cedrone,51.8,0.842,0.10657370517928283
mercer,340210043072,gerardo cedrone,51.35,0.842,0.0
mercer,340210043073,gerardo cedrone,51.78,0.842,0.0551508844953175
mercer,340210043091,gerardo cedrone,49.37,0.842,0.0
mercer,340210043092,gerardo cedrone,43.55,0.737,0.03830645161290276
mercer,340210043093,gerardo cedrone,51.18,0.842,0.006142506142505793
mercer,340210043094,gerardo cedrone,50.03,0.842,0.0
mercer,340210043095,gerardo cedrone,50.44,0.842,0.0
mercer,340210043111,gerardo cedrone,53.26,0.895,0.0
mercer,340210043112,gerardo cedrone,50.7,0.842,0.0
mercer,340210043113,gerardo cedrone,50.27,0.842,0.0
mercer,340210043114,gerardo cedrone,51.5,0.842,0.0
mercer,340210043121,gerardo cedrone,50.61,0.842,0.0
mercer,340210043122,gerardo cedrone,51.03,0.842,0.0
mercer,340210043123,gerardo cedrone,50.45,0.842,0.0
mercer,340210043131,gerardo cedrone,52.78,0.842,0.31331403762662796
mercer,340210043132,gerardo cedrone,52.01,0.842,0.10848126232741631
mercer,340210043141,gerardo cedrone,11.63,0.158,0.532710280373832
mercer,340210043142,gerardo cedrone,11.63,0.158,0.532710280373832
mercer,340210043143,gerardo cedrone,50.19,0.842,0.0
mercer,340210043144,gerardo cedrone,51.91,0.842,0.07344064386317878
mercer,340210043145,gerardo cedrone,11.63,0.158,0.532710280373832
mercer,340210043146,gerardo cedrone,51.06,0.842,0.0
mercer,340210043147,gerardo cedrone,52.13,0.842,0.18710832587287404
mercer,340210043151,gerardo cedrone,50.48,0.842,0.0
mercer,340210043152,gerardo cedrone,50.95,0.842,0.0
mercer,340210043161,gerardo cedrone,51.07,0.842,0.0
mercer,340210043162,gerardo cedrone,50.75,0.842,0.0
mercer,340210043163,gerardo cedrone,50.73,0.842,0.0
mercer,340210044031,gerardo cedrone,51.4,0.842,0.022779043280181762
mercer,340210044032,gerardo cedrone,50.88,0.842,0.0
mercer,340210044033,gerardo cedrone,51.54,0.842,0.0
mercer,340210044041,gerardo cedrone,51.84,0.842,0.0
mercer,340210044042,gerardo cedrone,52.43,0.842,0.17184801381692583
mercer,340210044043,gerardo cedrone,51.55,0.842,0.0
mercer,340210044044,gerardo cedrone,54.03,0.895,0.0
mercer,340210044061,gerardo cedrone,50.71,0.842,0.0
mercer,340210044062,gerardo cedrone,51.44,0.842,0.0
mercer,340210044063,gerardo cedrone,51.06,0.842,0.0
mercer,340210044064,gerardo cedrone,51.22,0.842,0.0
mercer,340210044071,gerardo cedrone,50.23,0.842,0.0
mercer,340210044072,gerardo cedrone,51.19,0.842,0.0
mercer,340210044073,gerardo cedrone,50.34,0.842,0.0
mercer,340210044074,gerardo cedrone,52.29,0.842,0.2352941176470587
mercer,340210044081,gerardo cedrone,51.64,0.842,0.004773269689737371
mercer,340210044082,gerardo cedrone,51.55,0.842,0.0
mercer,340210044083,gerardo cedrone,51.52,0.842,0.04687500000000019
mercer,340210044091,gerardo cedrone,52.21,0.842,0.21683673469387782
mercer,340210044092,gerardo cedrone,51.09,0.842,0.0
mercer,340210044093,gerardo cedrone,50.7,0.842,0.0
mercer,340210045011,gerardo cedrone,46.52,0.789,0.18779342723004738
mercer,340210045012,gerardo cedrone,51.78,0.842,0.2440106477373559
mercer,340210045013,gerardo cedrone,51.14,0.842,0.0
mercer,340210045014,gerardo cedrone,43.93,0.737,0.15118397085610163
mercer,340210045021,gerardo cedrone,51.7,0.842,0.023541453428864267
mercer,340210045022,gerardo cedrone,50.0,0.842,0.0
mercer,340219800001,gerardo cedrone,44.3,0.737,0.22121212121212044
middlesex,340230001012,gerardo cedrone,50.38,0.842,0.0
middlesex,340230001021,gerardo cedrone,51.13,0.842,0.0
middlesex,340230001022,gerardo cedrone,50.01,0.842,0.0
middlesex,340230001023,gerardo cedrone,50.35,0.842,0.0
middlesex,340230001024,gerardo cedrone,50.47,0.842,0.0
middlesex,340230002001,gerardo cedrone,51.8,0.842,0.0
middlesex,340230002002,gerardo cedrone,51.01,0.842,0.0
middlesex,340230002003,gerardo cedrone,51.46,0.842,0.15054945054945038
middlesex,340230002004,gerardo cedrone,50.95,0.842,0.0
middlesex,340230003001,gerardo cedrone,51.86,0.842,0.1344195519348269
middlesex,340230003002,gerardo cedrone,52.0,0.842,0.16783216783216784
middlesex,340230003003,gerardo cedrone,51.54,0.842,0.0
middlesex,340230003004,gerardo cedrone,51.4,0.842,0.0
middlesex,340230004011,gerardo cedrone,54.56,0.895,0.0
middlesex,340230004012,gerardo cedrone,51.96,0.842,0.17210682492581622
middlesex,340230004013,gerardo cedrone,54.42,0.895,0.0
middlesex,340230004031,gerardo cedrone,51.83,0.842,0.08965517241379278
middlesex,340230004032,gerardo cedrone,54.54,0.895,0.025142857142857012
middlesex,340230004033,gerardo cedrone,52.36,0.842,0.20869565217391292
middlesex,340230004041,gerardo cedrone,51.14,0.842,0.0
middlesex,340230004042,gerardo cedrone,51.99,0.842,0.07883817427385945
middlesex,340230004043,gerardo cedrone,51.72,0.842,0.0
middlesex,340230004044,gerardo cedrone,51.83,0.842,0.08452250274423667
middlesex,340230005011,gerardo cedrone,54.85,0.895,0.11398963730569965
middlesex,340230005012,gerardo cedrone,52.01,0.842,0.07188160676532766
middlesex,340230005013,gerardo cedrone,52.02,0.842,0.21499548328816645
middlesex,340230005031,gerardo cedrone,51.96,0.842,0.1760435571687839
middlesex,340230005032,gerardo cedrone,51.99,0.842,0.19557195571955754
middlesex,340230005041,gerardo cedrone,52.18,0.842,0.18711385701676944
middlesex,340230005042,gerardo cedrone,51.86,0.842,0.07306889352818396
middlesex,340230005043,gerardo cedrone,51.86,0.842,0.06269270298047272
middlesex,340230006031,gerardo cedrone,51.52,0.842,0.041811846689896195
middlesex,340230006032,gerardo cedrone,50.72,0.842,0.0
middlesex,340230006081,gerardo cedrone,51.95,0.842,0.18738574040219408
middlesex,340230006091,gerardo cedrone,51.7,0.842,0.15157480314960686
middlesex,340230006092,gerardo cedrone,51.62,0.842,0.025755879059350156
middlesex,340230006101,gerardo cedrone,52.16,0.842,0.15266485998193294
middlesex,340230006102,gerardo cedrone,51.81,0.842,0.10243407707910802
middlesex,340230007011,gerardo cedrone,50.55,0.842,0.0
middlesex,340230007012,gerardo cedrone,51.31,0.842,0.0
middlesex,340230007013,gerardo cedrone,52.1,0.842,0.13145539906103273
middlesex,340230007021,gerardo cedrone,52.12,0.842,0.08365019011406805
middlesex,340230007022,gerardo cedrone,51.82,0.842,0.04031354983202681
middlesex,340230007023,gerardo cedrone,51.1,0.842,0.0
middlesex,340230007024,gerardo cedrone,51.7,0.842,0.0
middlesex,340230008011,gerardo cedrone,51.31,0.842,0.0
middlesex,340230008012,gerardo cedrone,51.26,0.842,0.0
middlesex,340230008013,gerardo cedrone,50.61,0.842,0.0
middlesex,340230008021,gerardo cedrone,49.66,0.842,0.0
middlesex,340230008022,gerardo cedrone,50.3,0.842,0.0
middlesex,340230009011,gerardo cedrone,51.21,0.842,0.0
middlesex,340230009021,gerardo cedrone,50.67,0.842,0.0
middlesex,340230009022,gerardo cedrone,54.53,0.895,0.0
middlesex,340230009023,gerardo cedrone,50.65,0.842,0.0
middlesex,340230009024,gerardo cedrone,50.43,0.842,0.0
middlesex,340230009025,gerardo cedrone,50.44,0.842,0.0
middlesex,340230010011,gerardo cedrone,50.42,0.842,0.0
middlesex,340230010031,gerardo cedrone,51.56,0.842,0.0
middlesex,340230010032,gerardo cedrone,51.09,0.842,0.0
middlesex,340230010033,gerardo cedrone,50.77,0.842,0.0
middlesex,340230010041,gerardo cedrone,52.17,0.842,0.22193877551020408
middlesex,340230010042,gerardo cedrone,51.38,0.842,0.12000000000000018
middlesex,340230011001,gerardo cedrone,51.76,0.842,0.029787234042553293
middlesex,340230011002,gerardo cedrone,50.48,0.842,0.0
middlesex,340230011003,gerardo cedrone,51.67,0.842,0.14100000000000038
middlesex,340230012001,gerardo cedrone,50.72,0.842,0.0
middlesex,340230012002,gerardo cedrone,50.91,0.842,0.0
middlesex,340230012003,gerardo cedrone,52.03,0.842,0.13320999074930603
middlesex,340230012004,gerardo cedrone,52.1,0.842,0.13443830570902401
middlesex,340230013001,gerardo cedrone,50.76,0.842,0.0
middlesex,340230013002,gerardo cedrone,50.99,0.842,0.0
middlesex,340230013003,gerardo cedrone,52.36,0.842,0.09863013698630126
middlesex,340230014091,gerardo cedrone,50.64,0.842,0.0
middlesex,340230014092,gerardo cedrone,50.68,0.842,0.0
middlesex,340230014093,gerardo cedrone,51.11,0.842,0.0
middlesex,340230014101,gerardo cedrone,50.96,0.842,0.0
middlesex,340230014102,gerardo cedrone,52.16,0.842,0.251042535446205
middlesex,340230014111,gerardo cedrone,50.27,0.842,0.0
middlesex,340230014112,gerardo cedrone,50.85,0.842,0.0
middlesex,340230014113,gerardo cedrone,51.92,0.842,0.11950286806883365
middlesex,340230014121,gerardo cedrone,51.05,0.842,0.0038910505836568165
middlesex,340230014122,gerardo cedrone,50.75,0.842,0.0
middlesex,340230014131,gerardo cedrone,52.62,0.842,0.3510409188801149
middlesex,340230014132,gerardo cedrone,51.28,0.842,0.0
middlesex,340230014133,gerardo cedrone,54.22,0.895,0.0
middlesex,340230014141,gerardo cedrone,51.5,0.842,0.11145833333333334
middlesex,340230014142,gerardo cedrone,50.81,0.842,0.0
middlesex,340230014143,gerardo cedrone,51.64,0.842,0.05901287553648042
middlesex,340230014144,gerardo cedrone,51.18,0.842,0.0
middlesex,340230014151,gerardo cedrone,47.96,0.789,0.0
middlesex,340230014152,gerardo cedrone,50.48,0.842,0.0
middlesex,340230014153,gerardo cedrone,54.16,0.895,0.0
middlesex,340230014154,gerardo cedrone,50.01,0.842,0.0
middlesex,340230014155,gerardo cedrone,50.26,0.842,0.0
middlesex,340230014171,gerardo cedrone,50.55,0.842,0.0
middlesex,340230014172,gerardo cedrone,50.3,0.842,0.0
middlesex,340230014181,gerardo cedrone,51.45,0.842,0.13608870967741948
middlesex,340230014182,gerardo cedrone,51.77,0.842,0.14160156250000025
middlesex,340230014183,gerardo cedrone,50.47,0.842,0.0
middlesex,340230014184,gerardo cedrone,50.43,0.842,0.0
middlesex,340230014191,gerardo cedrone,51.15,0.842,0.0
middlesex,340230014192,gerardo cedrone,52.01,0.842,0.15255813953488379
middlesex,340230015021,gerardo cedrone,51.69,0.842,0.13551912568305957
middlesex,340230015022,gerardo cedrone,51.97,0.842,0.19289827255278288
middlesex,340230015023,gerardo cedrone,50.18,0.842,0.0
middlesex,340230015024,gerardo cedrone,50.3,0.842,0.0
middlesex,340230015041,gerardo cedrone,50.99,0.842,0.0
middlesex,340230015042,gerardo cedrone,51.93,0.842,0.14285714285714296
